	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	1q	2q	3q	4q	5q	6q	7q	8q	9q	10q	11q	12q	16q	17q	18q	19q	20q	1p	2p	3p	4p	5p	6p	7p	8p	9p	10p	11p	12p	16p	17p	18p	19p	20p
JHUEM3_ENDOMETRIUM	0	0	0	0	0	0				0	0		0		0	0			0	0		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0		-1	-1	-1	0	0	-1	0	-1	0		0
JHUEM7_ENDOMETRIUM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JIMT1_BREAST	-1			-1										-1	-1	-1					0	-1				-1		-1					0				-1	0	1	-1		0	-1		0	0		-1	0		0		-1	0	-1	
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		-1	0	0				1	-1	-1		-1	-1	-1	-1	0	0	1	0	0	0			-1	0	0	0			1	-1	-1		-1	0	0	1	0	0	0		0	0	1	0			-1	-1	-1	-1	0	0	1	0	0
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0
JL1_PLEURA	0		0	0		0	1		0			0	-1		0	0	0	0	0	0	0	-1	0	1	0	0	0	0	1		0			0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0		0	0	0	
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			0	0				0	0		0			0	0	0		0		1	1	0	1	0		0	0	0	1	0	0		0		0	1	0		1	0		0	0	1	1	0	0	0		0		0	0	0	0	1
JMSU1_URINARY_TRACT			1			0			1		0	0		0	-1			0			1	0	0		1		0	0		0			0	0	0	0	0	0	1	1	0		0	1				1		0		-1	-1	1		0
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	-1	0		0	0	0	0	0			0		0	0	0	0	0	0	0	0	0			0	0	0	0	0		0		0	0	0	0	0	0	0	0	-1	0		0	0	-1	0	0	0
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		0	0	0		0	0	0		0	0	0	0	1	0	0	0	0	0	0	0		0	0	0		0	0	0	0	1	0	0	0	0	0
K029AX_SKIN		0	0	-1	0	0	1	0		-1	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	1	0	0	-1	0	0	0	0	0	0	0		0	0	-1	0	0	1	0		-1	0	0	0	0	0	0	0
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE				0				0			0	0	-1	-1	0	0			0				1			0	0		1	0			0	0		0		0	0		0		0	1	1	0	0	-1	0	0		0	-1		0	-1
KALS1_CENTRAL_NERVOUS_SYSTEM	1	-1	1	-1	1	1	0	0	1		-1	0	-1	0	1		-1	0			0	0	1	-1	1	-1	1	1	0	0		0	-1	0		-1	0		0	1	-1	1	-1	1	1	0	0	1	-1	-1	0	0	-1	0	0	-1
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0			0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	-1		0	0	0	0		0	0	0	0	0	0		0	0	0		0	0		-1	0	0	0
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0			0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		-1	0	-1	0	0	1		-1	-1		0			1	1	0	1	1	0	0	0		-1	0	-1	0	0	1	0	-1	-1		0	1	0	1	1	0		-1	0	-1	0	0	1		-1	-1	0	0	1	0	1	1	0
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0		0	0	0		0				0	0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	-1	-1	0	0	0
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0		0	0	0	0	0	0	1	0		1	0	0	0		0	0	0	1	1	0	0		0	0	0	0	0	0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	-1	0	0	0
KATOIII_STOMACH	-1			-1	-1	0	1	0	0	-1			0	-1	0	0		-1		1	-1	0	-1	-1		-1	-1	0	1	0	0	-1			0	1	-1	0	1	-1	0		-1	-1	0	1	0	0	-1		0	0	0	-1	-1	
KCIMOH1_PANCREAS	0		0			-1	0		0	0				0	-1	-1		-1		0	-1	0	0		0	-1	0	-1	0	1	0	0	0		-1	0	-1	1	0	0	0	0	0	1	-1	0		0	0	-1		-1	-1	-1	-1	0
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0	0	1	0	1	0		0	0	0	0	0	0		0		0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	-1	0	0	0
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
KE39_STOMACH										-1		0	0				0	-1		1	-1				0			-1	1	1	0	-1	1	0		0	-1		1				0	0	0				-1		0			-1	-1	1
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
KELLY_AUTONOMIC_GANGLIA				0	0	0	1	0		0	0	0	0	0	0	0		0	0		0	1	1			0	0	0	1	0		0		0	0			0		0		0		0	0	1	0	0	0		0	0	0	-1	0	0
KG1C_CENTRAL_NERVOUS_SYSTEM	-1		0	-1	1	-1	1	0	1	-1	-1	0	-1	-1	0	-1	0	-1	0	1	0	-1	-1	-1	0	-1	1	-1	1	0	1	-1	-1	0	-1	0	-1	0	1	-1	0	0	-1	1	-1	1	0	1	-1	-1	0	-1	0	-1	0	1
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0			0	0		0	0		0	0	0	0	0		0		0	0	0	0	0	0			0		1	0	0	1		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	-1	0	0	0
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0		0			1			0			0	0	1						1	0		0		0	0	0	1	1		0	1		0	1	0	0		0	0	0	0	1		1	0	0	0	0	0	1	0	1	1	
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0		0	0	0	0	0			0	-1	0				0	0	0	0	0	1	0	0	0	0	0	0	0	0		0	0	-1	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0		0	0	-1	0	0	0
KLE_ENDOMETRIUM		0			0	0		-1	-1		-1	0	-1		-1	0	-1	0		1	1	-1		0	0	0	0	0	0	-1	-1		-1	0	0	-1	0					-1	-1	0	0		-1	-1	0	-1		0	-1	0	-1	1
KLM1_PANCREAS	0			-1		-1	0		0	-1		0		0	-1		-1		-1			-1	0		0	-1	0	-1		0	0	-1	0		0		-1	-1	1	0		-1	-1	1	-1	0	-1		-1	-1		-1	-1	1	-1	-1
KM12_LARGE_INTESTINE	0	0	0	0	0		0		0	0	0		0	0	0	0	0	-1	0			0	0	0	0	0	0	0	0		0	0	0		0	0		0	1	0	0	0	0			0	0	0	0	0	0	0	0	-1	0	0
KMBC2_URINARY_TRACT		0			0		0	0	0	-1	0	0		1	0	0	0	0	-1	0	0	-1	0	0	0		0		0	0	0	-1	0	0	0	0	0	-1	0		0		0	0	0	0	0		-1	0	0	0		0	-1	0
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0		0	0				0				-1				0	-1	0	-1	0		1			0		-1								0	-1	0	-1	0		0	0			-1					0					-1
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			0	0	0	0	1		0			0	-1					1			0	0	1		0	0	0	0		0	0			0	0	1	1		1	-1	0	0	0	0				0			0			1	0	
KMRC1_KIDNEY		0		0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	1	0		0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
KMRC20_KIDNEY	0	0		0	0	0		0	0	0	0	0	-1	-1	0	0		-1		0	-1	0		0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0		0	0	0	0	0	0	-1	-1	-1	0
KMRC2_KIDNEY	0	0		0		0	0		-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0	0	0	0	0	0	0	0		0		0	0	0	0		-1	0	0	0	0	0	0	0	0
KMRC3_KIDNEY		0		0	1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0		0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE							1						-1	-1	0						1	0	1			1			1		1	0			0	1	1	1	1			-1	-1		0	1	0	0	1	0	0	1	-1	0	0	-1
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	-1		0			0		0	0		0	0			0	0	0	0		0	0	0	-1	-1	0			0		0	0	-1		0	0	0		0	0		0	0			0		0	0		-1	0	0	0
KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			0	0	0	0	0	0	0		0		-1	0	0				0	0	0	-1			0	0	0	0	0	0	0	0	0		-1	0		0	0		0	0	0		0	0	0	0	-1	0	0	0		0	0	0
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0		0			0	-1		0	0		-1	0	-1	0		0	0	0	-1	1	0	0		0			0	-1			0	-1	0		0		0	0	0	0	0	0	0	0	-1	0			-1	0	0	0	0
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE							-1	0		0				-1			0			-1	-1								-1	0	0	0									0	-1	-1		0	-1		-1	0	-1		1		-1	0	-1
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0	0		0		0		1	0	0	0	0	0	0	0		0	0	0	1	0	0	0	0		0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0		0	0		0
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE				0	0				0	0	0	-1		0	0	0	0	0	0	0	0	-1			0	0	0				0	0			0	0	0	0	0		0	-1	0	0	0		-1	0	0	0	-1	0		0	0	0
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0			0			0	0	0	1	-1	-1	0	0	0	0	0		0	-1		0	0			0			0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0			0	0	0	1	0			0	-1
KNS42_CENTRAL_NERVOUS_SYSTEM		1	0	-1				-1	1			0	0	-1	1	0	1	0		0			1	1		-1	-1	1		-1	1		1	0	0	1	0	0	0	0	1	0		1		1	-1		-1		0	0	1	0	1	0
KNS60_CENTRAL_NERVOUS_SYSTEM	0	0		0				0	0		0	0	0	0	0		0	0	0		1		0	0		0			0	0	0	1	0	0		0	0	0	0	0	0	0		1	1	1	0	0	0	0	0			0	0	
KNS62_LUNG		-1		-1					-1	0	0	0		0	0	0		-1	-1		-1		0	-1		-1	-1	0			-1	0	0	0	0	0	-1	-1	1	-1	-1	-1	-1	1		1	-1		0	0	0	0	-1	-1	-1	
KNS81_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0	0	1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0		0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0	0	0		1		0	0	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0		1		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KP2_PANCREAS	0	0	0	-1	0			-1		0	0		0	-1		-1			-1	0	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	-1	-1	0	-1	-1	0	0	0	0	-1	0			-1	-1	0	0	0	-1	-1	0	-1	0
KP3_PANCREAS	0					-1			-1				0	-1	0	1		-1	-1		0		0			-1		-1	-1	0	-1	0	1	0	1		-1	-1	0	0	1	-1	1	0	-1	1		-1		0	1	1	0	-1	-1	
KP4_PANCREAS	0	0			1		1	-1			0		-1	1	-1							0	0	0	1		1	1	1				0	0	0	1	-1		0	0	0		0	1	0		-1	0	-1	0	1	-1	0	0	0	
KPL1_BREAST		0		-1	0	-1												-1	0			-1	1	0	0	-1	0	-1									-1	0		-1	0		-1		-1		-1	-1	0	-1	-1	0	0	-1		
KPNRTBM1_AUTONOMIC_GANGLIA		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0
KPNSI9S_AUTONOMIC_GANGLIA			0	0		0	1	1	0	0	0	0	0	0	0	0		-1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0		-1	0	1			0	0	1	0	1	1	0	0	0	0	0	0		0	1
KPNYN_AUTONOMIC_GANGLIA		0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0		0	0	0	0	0	0	0	0		0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
KS1_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0	0	0	0		0	0	0	0	0		0	0	0		-1	0		0	0	0	0	0	0	0	0		0	0	0	0	0	0	-1			0	0	0	0	0	0	0	0	0			0	0	0	0	-1
KU1919_URINARY_TRACT	0	0	0	0	0	0	0		0	0		0	0		0			0			0		0	0	0		0	0	0	0	0	0		0			0	0	1	0		0	0	0	0	0	-1	0	0	0	0		-1		-1	
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	1	0	1	0	1	0	0		0	1		0	0		0	1		0	0	1	0	0	1	0		0	1	0	0	1	0	0		0	1	-1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	
KURAMOCHI_OVARY	1	0		-1		0			-1		0	-1			-1		-1	-1			0	-1	1	0	0	-1		0	1	1		-1	0	-1	-1	-1	-1		1	1		-1	-1	1		-1	-1		1			0		-1	-1	-1
KYM1_SOFT_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0			0	0					0	0	0			-1	0	0		0	0	0	0	0			0	0		0					-1	0	0	0	0	0	0			0	0			0	-1	-1	0	-1	0	0
KYSE140_OESOPHAGUS	0	-1		-1										1		0	0			-1	-1			-1		-1	0					0			0	0	-1		-1	0	-1		-1	1	0	1			1		1	0	0	0		-1
KYSE150_OESOPHAGUS	0	0	0	-1	0	0		0		0			0		0				0		0			0		-1	0	0		0	1	0	1	0		0	-1	0	1		0		-1	0		1		-1			1	0	1	0	0	0
KYSE180_OESOPHAGUS	0			-1										1			0		0		-1		0	-1		-1		-1								0	-1	0	0		0	-1	-1	1	0	1	-1	-1	-1		0	0		0	0	-1
KYSE270_OESOPHAGUS	1			0	1			1		0	0		1		0	0			0	1		0	0	0	1	0			0	1			0					0	1			0	0	1		1		0		0	1	0	0	1		
KYSE30_OESOPHAGUS	1	0				0				0											0		1	0	0			0		1		0		0	0		-1	1	0		0	-1				1	0	-1			1	1		1	0	1
KYSE410_OESOPHAGUS	0	0		0	0				0	0		1	0	0		0	0	0			0	0	0	0	1	0	0				0	0	0	1	0	0	0		1	0	0						0		0		1	0	0	1	0	
KYSE450_OESOPHAGUS						0		0		0	1		0	0	0	1	1		0		0	0	1	0	1			0	0	0	1	0			1	1		0	1	0		0	0	1	0	1		1	0	1	1		1	1	0	0
KYSE510_OESOPHAGUS		0		-1						-1		0	-1			0		-1			-1	0		0		-1					0	-1		0	0		-1	0	1	0	0	-1	-1	1	0	0	0	-1	-1		0	0	0		-1	-1
KYSE520_OESOPHAGUS	0	0		-1	0	-1				0		0					0		0	1	-1		0		0	-1	0	-1		0		0					-1	0	1	0		-1			-1	1	-1	-1			0		0		0	1
KYSE70_OESOPHAGUS				-1		-1				0		0	-1			-1		-1		0	0	0	0	-1		-1		-1	0				0	0		-1	-1		0	-1		-1	-1		-1	1					0	-1	0			
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			0		0	-1							-1					0	0	0		-1	1				0	-1				-1			0		0		0	0		0	-1	0		1	-1	1	0		1	-1	-1	0	0	0
L33_PANCREAS	0			0		0		0	0	0		0	0						0	1	0	0	0	0	1	0		0			0	0		0			-1	0	1	0		-1	0	1	0	0	0	0	0	0			0	0	0	1
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0		0			1		0	0	0	0	0		0	0	0	0		0	0	0	1	0		0			1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		0		0
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0		0	0						0	0		-1		0		1		0	0		0	0		0	0					0	0				1		0	0			0	0	1			0		0	0	1	0	1	0	0	0
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			0	0	0					-1		0	-1		0					1	0		0	1	0	0	0	-1	1		-1	-1		0				0	1			0	0	0		0	-1	1	-1	0	0		0	0	1	1
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	-1	0	0	1	1	-1	1	-1	0		0	0	0		0			0	0	1	0	0	-1	0	0	1	1	-1	1		0	1	0	0	1	-1	0	0	0	-1	0	0	1	1	-1	1	-1	0	-1	0	0	-1		0	0
LC1F_LUNG			-1	-1			1			-1			-1	-1			1		1		-1		1	-1		-1		-1	1		0	-1			-1	1		1	1	-1		-1	-1	1	0		-1				0			0		-1
LC1SQSF_LUNG				-1			1		1	0				0			1			1	-1		1	0	1	-1		-1	1						0	1		1	1	0		-1	-1			1	-1	0			1			1		
LCLC103H_LUNG		0		0			1		1		0	1		0	0	1	0	0	0	0	0	0	0	0		0	0	0		1	1		0	1		0	0	0	0		0		0	1	1	1	-1			0	1	1	0	0	0	0
LCLC97TM1_LUNG		0		0	0		1					1	-1	0	-1	0		-1	-1	-1	0	-1	0	0		0	0	-1		1	0	0	0	1	0		-1	-1	-1	-1	0	0	0	0	0	1	-1		-1	-1	1	0	-1	-1	-1	-1
LI7_LIVER		-1	-1	-1	1	0	0		0	0	0	1	-1	-1	1	-1				0	-1	-1	0	-1	-1	-1	1	0			0	0	0	1	-1	1	-1	1	0	-1	-1	-1	0	1	0	0	0	0	0	0	1	-1	-1	1		0
LK2_LUNG	0			0		0			0	0	0	0	0	0	0	0		0	0	0	0	0	0			0	0	0		1	0	0	0	0	0	1	0	0	0	0		0		1	0			0	0	0	0	0	0		0	0
LMSU_STOMACH	0				-1		-1		-1	0		0	-1	0	-1			-1			-1			-1	0		-1		-1	1	-1	0	-1	0	0					0		-1	-1	-1	0			-1	0	1		-1			-1	
LN18_CENTRAL_NERVOUS_SYSTEM					0			-1	-1		0		-1				0						-1	-1	-1		0				-1		0		1	0	-1		1	0	0		0		0		-1	-1	-1	0	-1	-1	0	1	-1	
LN229_CENTRAL_NERVOUS_SYSTEM		0	0	-1		-1	1		0	-1	-1		-1	-1	0	-1			-1	1	0	1	1	0	0	-1			1	0	0	-1						-1	1	0	0	0	-1	1	-1	1	-1		-1	-1	0	-1	-1	-1	-1	1
LN235_CENTRAL_NERVOUS_SYSTEM		-1		0			1				-1		-1	0	0	0				1	1	0	1	-1	1	0	0		1				-1		0		-1	1	1	0	-1	0	0	1	0	1	0	-1	-1	-1	0	0	0	0	0	1
LN319_CENTRAL_NERVOUS_SYSTEM	1	0		-1		1	-1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0		0	1	-1	0	1	-1	0	1	0	0	0	0	1	0	1	0	1	0	-1	-1	1	1	-1	0	1	0	0	0	0	1			0
LN340_CENTRAL_NERVOUS_SYSTEM	-1			-1	0	-1	1	0		-1		-1	0	-1	-1	-1		-1		1	1	-1	-1		0	-1	0	-1	1	0	1	-1	0	-1	-1		-1		1	-1	-1	-1	-1	0	-1	1	0	-1	-1	-1	-1	-1	0	-1	0	1
LN382_CENTRAL_NERVOUS_SYSTEM	-1	-1		-1			1	0	-1	-1		-1	-1	-1	0			-1	0	0	-1	0	-1	-1		-1	-1	-1	1	0	-1	-1	0	-1	-1		-1	0	0	-1	-1	-1	-1	1	0	1	0	-1	-1		-1		0	-1	0	0
LN443_CENTRAL_NERVOUS_SYSTEM				-1	-1	0		0		-1					0	1		0	0	1		1	-1	0			-1	0		0	0	-1			1		0	0	1	0		0	-1	-1			0	-1	-1	1		1	-1	1	0	
LNCAPCLONEFGC_PROSTATE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LNZ308_CENTRAL_NERVOUS_SYSTEM	1	0	0			0	1		0			0	0	0	0	0		1	1	1	0	1	1	0	0		0	0	1		0	0		0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	1		0	0	1	1	1	1
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0
LOUNH91_LUNG	0	0	0		1	0	1	0	0	0	0	0	0	-1	0	0		0	0		0	0	0	0	0		1	0	1	0	0	0	0	0	0		0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LOVO_LARGE_INTESTINE	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
LOXIMVI_SKIN	0	1	0	-1	0		0	1	1	0	1	1	0	0	0	0		0	0	1	1	-1	0	1	0	-1	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1	0		0	1	0		1	0	1	1	0		0		
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			0	0	0				0	0	0		-1		0	0	0	0	0		0	0			0	0	0				0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	-1	0	0	0		0
LS1034_LARGE_INTESTINE		0	0	0		0	0	0	0	0	1		1	0	1	1		-1		1	-1	-1	0	0	0			0	0	0	0	0	1	0	1	0	-1		1		0	0	0		0	0	0	0	0	1	1	1	-1	-1	0	1
LS123_LARGE_INTESTINE		-1	0	-1								0	1	-1	-1		-1			1	0	-1	0		0	-1			-1		0			0		-1	-1	1	1	-1	-1	0	-1	0	0	1	-1		0	0			-1	0		1
LS180_LARGE_INTESTINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LS411N_LARGE_INTESTINE	0	0		0			1		0	1	0	1	1	0		0			0	0	-1	0	0	0	1	0				1	0	1	0		0	0	-1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0
LS513_LARGE_INTESTINE		0	0	0	1	0	1	0	1	0	0	0	1	0		0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
LU65_LUNG		0	0		1	1	1	0	0		0	0		0			0			0	0	0	1	0	0		1		1	0	0		0	0		0	-1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0		0	0	0
LU99_LUNG			0	-1	0	0			-1		-1	0	-1		0	-1		-1		0	-1	-1	0		0	-1	0		-1			0	-1	0	-1	0	-1	0	0		0	0	-1	0	0			-1	1			-1	-1	-1		0
LUDLU1_LUNG		0		-1			1					0		0							-1	-1				-1	-1	-1	1	0	0	0	0	0	0	0		0	0	-1	0	-1			0	1	-1	-1	-1	-1	0	-1	-1	0	-1	1
LXF289_LUNG		0	0						1	0		0		0	-1	0		-1			0	0		0	0		0	0	0	1	1	0	1	0	0	1	-1		-1			0	-1	1	1	1	0	1	0	0	0	0	0	-1	0	0
M059K_CENTRAL_NERVOUS_SYSTEM		-1	0	-1	1	1		-1	0	-1		-1		1	0		-1	0		1	0	-1	0	-1	0	-1	1	1		-1	0	-1	0	-1		-1	0		1	1	-1	0	-1	1	1	1	-1	0	-1	1	-1	1	-1	0	0	1
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MALME3M_SKIN	0	0	0	0		0		0	0	0	-1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	-1	0	1	0	0	0	-1	0		0	0	0	0	0	0	0		0	0	0	0	0	0	-1	0		0	0	0	0
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0		0	0	1	0		0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0
MCAS_OVARY	0	0	0	0	0	0		0	0		0	0	0		0		0			0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0			0	0	0	0	0	0	0	0		0	-1	0	0	-1	0	1	0	0
MCF7_BREAST		0	0			0				0									-1			-1		0		0		0		1		0						-1		-1	0		-1	1	0				0	-1	-1	0	0	0		
MDAMB134VI_BREAST	0	0	0	0	0	0	0		0	0		1	-1	0	0			0	0	0	0	0	0	0	0	0	0	0	0		0	0	-1	1	-1	0	0	0	0		0	0	0	0	0	0	-1	0	0		1	0	-1	-1	0	0
